roaster_location,coffee_origin,roast_level,agtron,est_price,review_date,aroma,acidity_structure,body,flavor,aftertaste,with_milk,acidity
"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,60/78,NT $650/225 grams,March 2021,9,9,9,9,8,NA,NA
"Bellingham, Washington",Ethiopia; Central America,Light,5252/70,$13.00/12 ounces,March 2021,8,8,9,8,8,NA,NA
"Chicago, Illinois","La Fundadora, Jinotega, Nicaragua",Medium-Light,54/72,$18.00/12 ounces,March 2021,9,8,8,9,8,NA,NA
"Charlotte, North Carolina",Papua New Guinea; Colombia,Medium-Light,54/74,$15.00/12 ounces,March 2021,9,8,8,9,8,NA,NA
"Berkeley, California","Sidama (also Sidamo) growing region, southern Ethiopia",Medium-Light,54/70,$20.50/12 ounces,March 2021,9,8,8,9,8,NA,NA
"Washington, D.C.",Haiti; Ethiopia,Medium-Light,58/74,$18.00/12 ounces,March 2021,9,8,8,9,8,NA,NA
"Glendale, California","Acatenango growing region, Guatemala",Light,60/82,$29.50/12 ounces,March 2021,9,9,8,9,8,NA,NA
"San Diego, California",Brazil; Guatemala; Sumatra,Medium-Light,56/72,$20.00/12 ounces,March 2021,9,8,8,9,8,NA,NA
"Madison, Wisconsin","Yautepec/Miahuatlan, Oaxaca State, Mexico",Medium-Light,58/78,$19.00/12 ounces,March 2021,9,9,8,9,8,NA,NA
"Kaohsiung City, Taiwan",Ethiopia; Colombia; Nicaragua,Medium-Light,58/76,NT $300/8 ounces,March 2021,9,9,8,9,8,NA,NA
"Taipei, Taiwan","Fraijanes Plateau, Guatemala",Medium-Light,60/80,$10.00/8 ounces,March 2021,9,8,9,9,8,NA,NA
"Durango, Colorado",South-central Kenya,Medium-Light,54/74,$16.95/12 ounces,March 2021,9,9,9,9,8,NA,NA
"Madison, Wisconsin","Aceh Province, Sumatra, Indonesia",Medium-Light,54/74,$17.00/12 ounces,March 2021,9,9,9,9,8,NA,NA
"Taipei, Taiwan","Sidama (also Sidamo) growing region, southern Ethiopia",Medium-Light,58/78,NT $372/227 grams,March 2021,9,9,9,9,9,NA,NA
"Madison, Wisconsin","San Cristobal Cucho, San Marcos Department, Guatemala",Medium-Light,56/72,$20.00/12 ounces,March 2021,9,9,8,9,8,NA,NA
"Durango, Colorado","Valle de Cauca, Colombia",Medium-Light,54/70,$18.95/12 ounces,March 2021,9,8,9,9,8,NA,NA
"Madison, Wisconsin","San Ignacio, Cajamarca Region, Peru",Medium-Light,58/76,$19.00/12 ounces,March 2021,9,8,9,9,8,NA,NA
"Taipei, Taiwan","Guji Zone, southern Ethiopia",Medium-Light,60/78,NT $252/227 grams,March 2021,9,9,9,9,9,NA,NA
"Minneapolis, Minnesota","Chiang Rai Province, Thailand",Medium-Light,60/80,$24.95/12 ounces,March 2021,9,9,8,9,8,NA,NA
"Brooklyn, New York","Canton Lomas de San Marcelino, Coatepeque, Santa Ana, El Salvador",Medium-Light,56/74,$24.00/12 ounces,March 2021,9,8,9,9,8,NA,NA
"Brooklyn, New York","antón Montañita, Volcán Santa Ana, El Salvador",Medium-Light,56/73,$24.00/12 ounces,March 2021,9,9,8,9,8,NA,NA
"Yilan, Taiwan","Aceh Province, Sumatra, Indonesia",Medium,44/62,NT $450/200 grams,March 2021,9,NA,9,10,9,9,NA
"Sacramento, California",South-central Kenya,Medium-Light,54/72,$22.50/12 ounces,February 2021,9,9,9,9,9,NA,NA
"Sacramento, California","Guji Zone, Oromia Region, south-central Ethiopia",Medium-Light,52/72,$19.00/12 ounces,February 2021,9,NA,9,9,8,9,NA
"Sacramento, California","Oromia growing region, southern Ethiopia",Medium-Light,58/80,$19.00/12 ounces,February 2021,9,9,9,9,8,NA,NA
"Sacramento, California","Puno, Sandia Valley, Peru",Medium,52/68,$19.00/12 ounces,February 2021,9,8,9,9,8,NA,NA
"Lloydminster, Saskatchewan, Canada","Volcan growing region, western Panama",Medium-Light,52/70,CAD $50/200 grams,February 2021,9,9,9,9,8,NA,NA
"Lloydminster, Saskatchewan, Canada","Volcan growing region, western Panama",Medium,51/67,CAD $45/250 grams,February 2021,9,8,9,9,8,NA,NA
"Berkeley, California","Alajuela, Costa Rica",Medium-Light,58/80,$19.00/12 ounces,February 2021,9,8,9,9,8,NA,NA
"Minneapolis, Minnesota","Ka'u District, Big Island of Hawai’i",Light,64/84,$24.95/4 ounces,February 2021,9,9,9,9,8,NA,NA
"Minneapolis, Minnesota","Kainaliu, Kona District, Big Island of Hawai’i",Light,64/86,$29.95/4 ounces,February 2021,9,9,9,9,8,NA,NA
"Hsinchu, Taiwan",Guatemala; Ethiopia; Brazil; Indonesia,Medium-Light,54/72,NT $300/8 ounces,February 2021,9,NA,9,9,9,9,NA
"Minneapolis, Minnesota","Chito, Zamora Chinchipe, Ecuador",Light,547/74,$22.95/12 ounces,February 2021,9,8,9,9,8,NA,NA
"New Taipei City, Taiwan",Guatemala; Brazil; Kenya,Medium-Light,56/76,NT $450/454 grams,February 2021,9,NA,9,9,9,9,NA
"Minneapolis, Minnesota","Suchitan, Guatemala",Light,62/80,$24.95/4 ounces,February 2021,9,9,8,9,8,NA,NA
"Hsinchu, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,58/80,NT $380/8 ounces,February 2021,9,9,9,9,9,NA,NA
"Floyd, Virginia","Sidama growing region, southern Ethiopia",Light,64/82,$21.99/12 ounces,February 2021,9,9,9,9,9,NA,NA
"Thermopolis, Wyoming",Costa Rica,Medium-Light,54/72,$20.00/12 ounces,February 2021,9,8,9,9,8,NA,NA
"Thermopolis, Wyoming","Nyamasheke District, Rwanda",Medium-Light,58/76,$20.00/12 ounces,February 2021,9,8,8,9,8,NA,NA
"Floyd, Virginia","Los Naranjos, La Argentina, Huila Department, Colombia",Light,64/84,$18.99/8 ounces,February 2021,9,9,9,10,9,NA,NA
"Minneapolis, Minnesota","Huila, Colombia",Light,62/80,$16.95/6 ounces,February 2021,9,9,9,9,9,NA,NA
"Chia-Yi, Taiwan","Antioquia Department, Colombia",Medium-Light,60/80,NT $310/8 ounces,February 2021,9,9,9,9,9,NA,NA
"Chia-Yi, Taiwan","Tolima Department, Colombia",Light,64/84,NT $620/8 ounces,February 2021,9,9,9,9,8,NA,NA
"Portland, Oregon","Huila, Colombia",Medium-Light,56/74,$18.95/16 ounces,February 2021,9,8,9,9,8,NA,NA
"Taipei, Taiwan","Cauca, Colombia",Medium-Light,58/79,NT $600/230 grams,February 2021,9,8,9,9,8,NA,NA
"Madison, Wisconsin","Chinas, San Agustín, Huila, Colombia",Light,60/82,$18.65/8 ounces,February 2021,9,9,8,9,8,NA,NA
"Jersey City, New Jersey","Valle de Cauca, Colombia",Light,64/83,$20.00/12 ounces,February 2021,9,8,9,9,8,NA,NA
"Taipei City, Taiwan","Cundinamarca, Colombia",Light,62/80,NT $1300/4 ounces,February 2021,9,8,9,9,9,NA,NA
"Columbus, Ohio","Tolima, Colombia",Medium-Light,58/80,$30.00/12 ounces,February 2021,9,9,9,9,8,NA,NA
"Hong Kong, China","Quindío Department, Colombia",Medium-Light,58/76,$25.00/6 ounces,February 2021,9,9,9,9,8,NA,NA
"Austin, Texas","San José, Caldas, Colombia",Medium-Light,60/77,$18.00/12 ounces,February 2021,9,8,9,9,8,NA,NA
"Jersey City, New Jersey","Valle de Cauca Department, Colombia",Medium-Light,60/80,$25.00/150 grams,February 2021,9,8,9,9,8,NA,NA
"Madison, Wisconsin","Conganama, Loja Province, Ecuador",Medium-Light,60/78,$20.00/12 ounces,February 2021,9,9,9,9,8,NA,NA
"Bozeman, Montana","Liboriana Valley, Antioquia Department, Colombia",Medium-Light,53/70,$15.95/12 ounces,February 2021,9,8,8,9,8,NA,NA
"Madison, Wisconsin","Panchia, Tabaconas, Cajamarca Region, Peru",Medium-Light,58/78,$18.00/12 ounces,February 2021,9,9,8,9,8,NA,NA
"Madison, Wisconsin",Africa; South America; Central America,Medium-Light,58/80,$15.75/12 ounces,February 2021,9,8,9,9,8,NA,NA
"Santa Rosa de Copan, Honduras","Tres Cruces, Lempira Department, Honduras",Medium-Light,56/72,$39.00/12 ounces,January 2021,9,8,8,9,8,NA,NA
"Taipei, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,52/70,NT $599/227 grams,January 2021,9,NA,9,9,9,9,NA
"Taipei, Taiwan",Not disclosed,Medium,45/60,NT $499/227 grams,January 2021,8,NA,8,8,8,9,NA
"Minneapolis, Minnesota","Kealakekua, Kona, Big Island of Hawaii",Light,64/84,$74.95/4 ounces,January 2021,9,9,9,9,9,NA,NA
"Topeka, Kansas","Oromia Region, Jimma Zone, Ethiopia",Light,64/84,$21.50/12 ounces,January 2021,9,9,9,9,9,NA,NA
"Chia-Yi, Taiwan","Sidama (also Sidamo) growing region, southern Ethiopia",Light,64/84,NT $340/8 ounces,January 2021,9,9,9,9,9,NA,NA
"Mountain View, Hawaii","Ka’u growing region, Big Island of Hawai'i",Medium-Light,60/78,$33.00/10 ounces,January 2021,9,9,9,9,8,NA,NA
"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/76,NT $310/8 ounces,January 2021,9,9,9,9,9,NA,NA
"San Diego, California","Nyeri growing region, south-central Kenya",Medium-Light,60/78,$28.00/12 ounces,January 2021,9,9,8,9,8,NA,NA
"Topeka, Kansas","Northern Province, Rulindo District, Rwanda",Medium-Light,58/76,$20.00/12 ounces,January 2021,9,9,9,9,8,NA,NA
"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/78,NT $375/8 ounces,January 2021,9,9,9,9,8,NA,NA
"Tequesta, Florida","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,60/77,$22.00/12 ounces,January 2021,9,8,9,9,8,NA,NA
"Mountain View, Hawaii","Ka’u growing region, Big Island of Hawai'i",Medium-Light,58/78,$27.00/10 ounces,January 2021,9,8,9,9,8,NA,NA
"Minneapolis, Minnesota",Indonesia; Ethiopia,Medium,47/63,$18.95/12 ounces,January 2021,9,NA,8,9,8,9,NA
"Taichung City, Taiwan","Taitung Luan Mountain, Taiwan",Medium-Light,60/78,NT $800/8 ounces,January 2021,8,8,9,9,8,NA,NA
"Minneapolis, Minnesota","Tha Sae, Chumphon, Thailand",Medium,48/62,$16.95/12 ounces,January 2021,8,NA,8,9,7,9,NA
"Chia-Yi, Taiwan","Nyeri growing region, south-central Kenya",Light,62/80,NT $350/8 ounces,January 2021,9,9,9,9,8,NA,NA
"Minneapolis, Minnesota","Tha Sae, Chumphon, Thailand",Medium-Light,56/70,$16.95/12 ounces,January 2021,8,8,8,9,7,NA,NA
"Taoyuan City, Taiwan",Columbia; Guatemala; Brazil,Medium-Light,60/78,NT $450/460 grams,January 2021,9,8,9,9,8,NA,NA
"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,60/76,NT $300/8 ounces,January 2021,9,9,8,9,8,NA,NA
"Taoyuan City, Taiwan","Sun Moon Lake, Taiwan",Light,62/80,NT $1500/230 grams,January 2021,9,8,8,9,8,NA,NA
"Viroqua, Wisconsin","Chirinos, Cajamarca Region, Peru",Medium-Light,59/77,$20.00/6 ounces,January 2021,9,8,9,9,8,NA,NA
"Hong Kong, China",Panama; Ethiopia; Kenya,Medium-Light,56/74,HKD $118/200 grams,January 2021,9,NA,9,9,9,9,NA
"Taipei, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Light,56/76,NT $600/200 grams,January 2021,9,9,9,9,8,NA,NA
"Taipei, Taiwan","Guji Zone, Oromia region, southern Ethiopia",Medium-Light,57/74,NT $520/200 grams,January 2021,9,9,8,9,8,NA,NA
"Taipei, Taiwan","Alishan, Taiwan",Medium-Light,60/78,NT $900/100 grams,January 2021,9,9,8,9,8,NA,NA
"San Antonio, Texas","Central Plateau, Blue Pine Forest, Haiti",Medium,46/60,$20.00/12 ounces,January 2021,8,7,8,8,7,NA,NA
"Yilan, Taiwan","San Cristobal Acasaguastlán, El Progreso Department, Guatemala",Light,62/80,"NT $1,000/200 grams",January 2021,9,9,8,9,8,NA,NA
"San Antonio, Texas","Central Plateau, Blue Pine Forest, Haiti",Medium-Dark,40/56,$21.00/12 ounces,January 2021,7,7,7,8,7,NA,NA
"Bozeman, Montana","Yirgacheffe growing region, southern Ethiopia",Medium-Light,57/73,$18.95/12 ounces,January 2021,9,9,9,9,8,NA,NA
"Bozeman, Montana","Acatenango, Guatemala",Medium-Light,58/76,$29.95/12 ounces,January 2021,9,9,8,9,8,NA,NA
"Taipei, Taiwan","Acatenango growing region, Guatemala",Light,64/80,NT $620/4 ounces,January 2021,9,9,9,9,8,NA,NA
"Tochigi, Japan","Acatenango, Guatemala",Medium-Light,58/76,"¥ 2,420/200 grams",January 2021,9,8,9,9,8,NA,NA
"Tochigi, Japan",South-central Kenya,Medium-Light,59/77,"¥ 2,420/200 grams",January 2021,9,9,8,9,8,NA,NA
"Llayla District, Satipo Province, Peru","Llayla District, Satipo Province, Peru",Medium-Light,58/78,$10.00/250 grams,January 2021,9,9,9,9,8,NA,NA
"Llayla District, Satipo Province, Peru","Llayla District, Satipo Province, Peru",Medium-Light,60/78,$10.00/250 grams,January 2021,8,8,9,9,8,NA,NA
"Taipei, Taiwan","Valle de Cauca, Colombia",Medium-Light,54/72,NT $470/227 grams,January 2021,9,8,9,9,8,NA,NA
"Taipei, Taiwan","Central Valley, Costa Rica",Medium-Light,59/79,NT $360/115 grams,January 2021,9,8,9,8,8,NA,NA
"Shanghai, China","Sidamo, Ethiopia",NA,0/0,NA,January 2021,8,8,7,9,7,NA,NA
"Durango, Colorado","Sabanilla de Alajuela, Costa Rica",Medium-Light,54/70,$15.95/12 ounces,January 2021,9,8,9,9,8,NA,NA
"Billings, Montana","Western Highlands Province, Papua New Guinea",Medium-Light,58/78,$17.75/12 ounces,January 2021,8,8,9,9,8,NA,NA
"Kaohsiung City, Taiwan","Guji Zone, southern Ethiopia",Light,64/82,NT $450/8 ounces,January 2021,9,9,9,9,9,NA,NA
"Kaohsiung City, Taiwan","Guji Zone, southern Ethiopia",Medium-Light,60/80,NT $300/8 ounces,January 2021,9,9,9,9,8,NA,NA
"Kalaheo, Kauai, Hawaii","Kalaheo, Kauai, Hawaii",Medium,50/70,$50.00/10 ounces,December 2020,9,8,8,9,8,NA,NA
"Chicago, Illinois","Boquete growing region, western Panama",Medium-Light,58/78,$56.00/8 ounces,December 2020,9,9,9,10,9,NA,NA
"Minneapolis, Minnesota","West Guji Zone, Hambela Wamena Woreda, Ethiopia",Light,68/90,$19.95/4 ounces,December 2020,9,9,9,9,9,NA,NA
"Berkeley, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,58/76,$23.00/12 ounces,December 2020,9,9,9,9,9,NA,NA
"Minneapolis, Minnesota","Guji Zone, southern Ethiopia",Light,64/82,$24.95/12 ounces,December 2020,9,9,9,9,8,NA,NA
"Chicago, Illinois","Cajamarca, Peru",Medium-Light,56/72,$22.00/12 ounces,December 2020,9,8,9,9,8,NA,NA
"Minneapolis, Minnesota","Ka’u growing region, Big Island of Hawai’i",Medium-Light,60/78,$19.95/4 ounces,December 2020,9,9,8,9,8,NA,NA
"Chicago, Illinois","Antigua growing region, Guatemala",Medium-Light,59/77,$18.00/12 ounces,December 2020,9,9,8,9,8,NA,NA
"Minneapolis, Minnesota","Omkoi District, Chiang Mai Province, Thailand",Light,64/82,$29.95/12 ounces,December 2020,9,9,8,9,8,NA,NA
"Berkeley, California",Brazil; East Timor,Medium,51/69,$17.00/12 ounces,December 2020,9,NA,8,9,8,9,NA
"Chicago, Illinois","Kayanza Province, Burundi",Light,63/81,$22.00/12 ounces,December 2020,9,8,9,9,8,NA,NA
"Madison, Wisconsin","Veracruz, Mexico",Medium-Light,58/76,$16.00/12 ounces,December 2020,9,8,8,9,8,NA,NA
"Harrisonburg, Virginia","Marcala, Honduras",Medium-Light,56/76,$17.99/12 ounces,December 2020,9,8,9,9,8,NA,NA
"Harrisonburg, Virginia","Los Planes, Comayagua, Honduras",Medium-Light,60/78,$17.99/12 ounces,December 2020,9,9,8,9,8,NA,NA
"Harrisonburg, Virginia","San Jose, La Paz, Honduras",Medium-Light,58/74,$17.99/12 ounces,December 2020,9,8,9,9,8,NA,NA
"Taichung City, Taiwan","Murang'a County, central Kenya",Medium-Light,56/78,USD $206.00/8 ounces,December 2020,9,9,9,9,8,NA,NA
"Taichung City, Taiwan","Sidamo growing region, south-central Ethiopia",Medium-Light,56/78,USD $206.00/8 ounces,December 2020,9,8,9,9,8,NA,NA
"San Diego, California","Yirgacheffe growing region, southern Ethiopia",Light,62/80,$22.00/12 ounces,December 2020,9,9,9,9,8,NA,NA
"Taoyuan, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium,47/73,NT $1100/8 ounces,December 2020,9,NA,9,9,9,9,NA
"Taoyuan, Taiwan","Alishan, Taiwan",Medium,46/64,NT $1100/8 ounces,December 2020,9,NA,9,9,8,9,NA
"Redding, California","Keramo Village, Sidama Region, Ethiopia",Medium-Light,60/78,$55.00/8 ounces,December 2020,9,9,9,9,8,NA,NA
"Jersey City, New Jersey","Boquete growing region, western Panama",Light,62/80,$60.00/150 grams,December 2020,9,9,9,9,8,NA,NA
"Thermopolis, Wyoming","Lintong growing region, North Sumatra Province, Indonesia",Light,555/73,$14.00/12 ounces,December 2020,9,8,9,9,8,NA,NA
"Manlius, New York","Villa Rica, Oxampampa, Pasco Department, Peru",Medium-Light,54/72,$15.00/12 ounces,December 2020,9,8,9,9,7,NA,NA
"Sacramento, California",Brazil; Ethiopia; Costa Rica,Medium,44/70,$16.50/12 ounces,December 2020,8,NA,8,9,8,9,NA
"Manlius, New York","Tolima Department, Colombia",Medium-Light,52/70,$15.00/12 ounces,December 2020,9,8,8,9,8,NA,NA
"Truckee, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,57/77,$21.00/12 ounces,December 2020,8,8,8,9,8,NA,NA
"Marysville, California",Africa; Central America,Medium,50/66,$20.00/12 ounces,December 2020,9,8,8,9,8,NA,NA
"Kaohsiung City, Taiwan","Pasco Department, Villa Rica, Peru",Medium-Light,61/79,"NT $1,000/8 ounces",December 2020,9,9,9,9,8,NA,NA
"Marysville, California",Not disclosed,Medium,46/60,$14.00/12 ounces,December 2020,8,NA,8,9,7,9,NA
"Kaohsiung City, Taiwan","La Paz, Honduras",Light,64/80,NT $450/8 ounces,December 2020,9,9,8,9,8,NA,NA
"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,60/76,NT $300/100 grams,November 2020,9,8,9,9,8,NA,NA
"Eugene, Oregon","South Kivu Province, Democratic Republic of the Congo",Light,64/80,$24.00/16 ounces,November 2020,9,9,8,9,8,NA,NA
"Keelung, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/76,NT $450/227 grams,November 2020,9,9,9,9,9,NA,NA
"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,57/77,NT $450/225 grams,November 2020,9,9,9,9,8,NA,NA
"Minneapolis, Minnesota","Holualoa, Kona, Big Island of Hawai’i",Medium-Light,58/74,$29.95/4 ounces,November 2020,9,9,9,9,9,NA,NA
"Floyd, Virginia","Sidama growing region, southern Ethiopia",Light,60/82,$20.99/12 ounces,November 2020,9,9,9,9,9,NA,NA
"Minneapolis, Minnesota","Kona, Big Island of Hawai’i",Medium-Light,59/73,$24.95/4 ounces,November 2020,9,8,9,9,8,NA,NA
"Minneapolis, Minnesota","Ka’u growing region, Big Island of Hawai’i",Medium-Light,58/77,$24.95/12 ounces,November 2020,9,9,8,9,8,NA,NA
"Manassas, Virginia","Jarabacoa, Dominican Republic",Medium,52/68,$12.99/12 ounces,November 2020,9,8,8,9,8,NA,NA
"Minneapolis, Minnesota","Suchitan, Guatemala",Light,64/82,$19.95/4 ounces,November 2020,9,8,8,9,8,NA,NA
"Captain Cook, Hawai’i","North Kona growing district, “Big Island” of Hawai’i",Medium-Light,56/74,$75.00/16 ounces,November 2020,9,9,9,9,9,NA,NA
"Captain Cook, Hawaii","North Kona growing district, “Big Island” of Hawai’i",Medium-Light,55/71,$33.00/8 ounces,November 2020,9,9,9,9,8,NA,NA
"Captain Cook, Hawai’i","North Kona growing district, “Big Island” of Hawai’i",Medium,50/64,$65.00/16 ounces,November 2020,9,8,9,9,8,NA,NA
"Captain Cook, Hawai’i","North Kona growing district, “Big Island” of Hawai’i",Medium-Light,54/70,$75.00/16 ounces,November 2020,9,8,9,9,8,NA,NA
"Chia-Yi, Taiwan","Boquete growing region, western Panama",Medium-Light,58/76,NT $1200/4 ounces,November 2020,9,9,9,10,9,NA,NA
"Lexington, Virginia","Yirgacheffe growing region, southern Ethiopia",Medium-Light,60/77,$19.95/12 ounces,November 2020,9,9,9,9,9,NA,NA
"Chia-Yi, Taiwan","Boquete growing region, western Panama",Medium-Light,46/76,NT $600/4 ounces,November 2020,9,9,9,9,9,NA,NA
"Lexington, Virginia","Songwe Region, southwestern Tanzania",Light,62/80,$17.95/12 ounces,November 2020,9,9,9,9,8,NA,NA
"Holualoa, Hawaii","Kona growing region, Big Island of Hawai’i",Medium,46/60,$32.00/7 ounces,November 2020,9,8,9,9,8,NA,NA
"Holualoa, Hawai’i","Kona growing region, Big Island of Hawai’i",Medium,48/68,$50.00/7 ounces,November 2020,9,8,9,9,8,NA,NA
"Lexington, Virginia","Naranjo, Central Valley, Costa Rica",Medium-Light,60/76,$19.95/12 ounces,November 2020,9,8,9,9,8,NA,NA
"Holualoa, Hawaii","Kona growing region, Big Island of Hawai’i",Medium-Light,47/76,$32.00/7 ounces,November 2020,9,8,8,9,8,NA,NA
"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,59/77,NT $325/8 ounces,November 2020,9,9,9,9,9,NA,NA
"Lexington, Virginia","Nariño Department, southern Colombia",Medium-Light,58/76,$18.95/12 ounces,November 2020,9,8,8,9,8,NA,NA
"Chia-Yi, Taiwan","Central Province, Kenya",Medium-Light,52/74,NT $325/8 ounces,November 2020,9,9,9,9,8,NA,NA
"Chia-Yi, Taiwan","Arbegona, Sidama (also Sidamo) growing region, south-central Ethiopia",Medium-Light,60/78,NT $350/20 grams,November 2020,9,9,9,9,8,NA,NA
"Chia-Yi, Taiwan","Gedeo, Yirgacheffe growing region, south-central Ethiopia",Medium-Light,60/80,NT $310/8 ounces,November 2020,9,9,9,9,8,NA,NA
"San Rafael, California","Nueva Suiza, Chiriquí, Panama",Medium-Light,58/76,$50.00/4 ounces,November 2020,10,10,9,10,9,NA,NA
"San Diego, California","Valle del Cauca growing region, Colombia",Medium-Light,53/73,$85.00/6 ounces,November 2020,9,9,9,9,9,NA,NA
"Chicago, Illinois","Guji Zone, Oromia Region, Southern Ethiopia",Medium,47/65,$18.00/12 ounces,November 2020,8,8,8,9,8,NA,NA
"San Diego, California","Sidamo (also Sidama) growing region, south-central Ethiopia",Light,62/80,$19.00/12 ounces,November 2020,9,9,9,9,8,NA,NA
"San Diego, California","Yirgacheffe growing region, south-Central Ethiopia",Medium-Light,56/74,$20.00/12 ounces,November 2020,9,8,9,9,8,NA,NA
"Yilan, Taiwan",Kenya,Medium-Light,60/77,NT $330/200 grams,November 2020,9,9,9,9,8,NA,NA
"Madison, Wisconsin","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,57/77,$35.00/8 ounces,November 2020,10,9,9,10,9,NA,NA
"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,52/70,$74.95/8 ounces,November 2020,10,9,9,10,8,NA,NA
"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,54/74,$39.95/8 ounces,November 2020,9,9,9,9,8,NA,NA
"Madison, Wisconsin","Nariño Department, southern Colombia",Medium-Light,56/78,$15.80/12 ounces,November 2020,9,8,9,9,8,NA,NA
"Madison, Wisconsin","Kirinyaga, Kenya",Medium-Light,60/78,$22.00/12 ounces,November 2020,9,8,9,9,8,NA,NA
"Madison, Wisconsin","Gedeb District, Yirgacheffe growing region, south-central Ethiopia",Medium-Light,58/80,$18.00/12 ounces,November 2020,9,9,8,9,8,NA,NA
"Floyd, Virginia","Sidamo (also Sidama) growing region, south-central Ethiopia",Medium-Light,60/78,$18.99/12 ounces,November 2020,9,9,9,9,8,NA,NA
"Houston, Texas","Guji Zone, Oromia region, southern Ethiopia",Medium-Light,60/74,$20/12 ounces,November 2020,9,8,8,9,8,NA,NA
"Taoyuan, Taiwan","Nyeri growing region, south-central Kenya",Medium,44/60,NT $900/8 ounces,November 2020,9,NA,9,9,9,10,NA
"Houston, Texas","Kericho County, Rift Valley region, Kenya",Medium-Light,55/73,$20.00/12 ounces,November 2020,9,8,8,9,8,NA,NA
"London, England","Boquete growing region, western Panama",NA,0/0,£45/10 capsules,November 2020,9,NA,9,9,9,8,NA
"Yilan, Taiwan","Nueva Suiza, Chiriquí, Panama",Medium-Light,58/76,"NT $5,000/20 grams",November 2020,10,10,9,10,9,NA,NA
"Durango, Colorado","Valle de Cauca, Colombia",Medium-Light,54/70,$16.95/12 ounces,October 2020,9,9,9,9,8,NA,NA
