names,brand,score,roaster_location,coffee_origin,roast_level,agtron,est_price,review_date,aroma,acidity_structure,body,flavor,aftertaste,review_text,url,with_milk,acidity
modcup coffee,Colombia Cafe Granja La Esperanza Sidra Natural,95,"Jersey City, New Jersey","Valle del Cauca Department, Colombia",Medium-Light,58/80,$45.00/175 grams,August 2021,9,9,9,9,9," modcup coffee  -  Blind Assessment: Fruit-centered, chocolaty, balanced. Lychee, cocoa nib, lavender, nutmeg, sandalwood in aroma and cup. Sweetly savory with juicy acidity; round, viscous mouthfeel. Long, lingering, flavor-saturated finish with pretty notes of lychee and cocoa nib supported by lavender.  -  Notes: Produced by Rigoberto Herrera of Granja La Esperanza, entirely of the Sidra variety of Arabica, and processed by the natural method (dried in the whole fruit). Founded in 2013, modcup coffee focuses on fresh roasting and distinctive natural-processed coffees. Visit https://modcup.com for more information.  -  The Bottom Line: A spice-toned Colombia Sidra cup that evokes the tropics with its lyrical fruit tones throughout — juicy, vivacious, very sweet.  - ",https://www.coffeereview.com/review/colombia-cafe-granja-la-esperanza-sidra-natural/,NA,NA
Drink Coffee Do Stuff,Kenya Gatomboya,94,"Truckee, California","Nyeri growing region, south-central Kenya",Medium-Light,56/76,$24.00/12 ounces,August 2021,9,9,9,9,8," Drink Coffee Do Stuff  -  Blind Assessment: Rich-toned, enigmatic, complex. Red currant, star jasmine, pomegranate, dark chocolate, cedar in aroma and cup. Sweet-tart structure with juicy, high-toned acidity; full, syrupy-smooth mouthfeel. The flavor-saturated finish consolidates to notes of red currant and dark chocolate with hints of cedar.  -  Notes: Produced at the Gatomboya washing station operated by the Barichu Cooperative Society, from trees of the SL28 and SL34 varieties of Arabica, and processed by the traditional Kenya washed method. Drink Coffee Do Stuff operates a roastery in Truckee, California and a coffee shop in nearby Incline Village, Nevada. Visit www.drinkcoffeedostuff.com for more information.  -  The Bottom Line: Red berry and rich chocolate notes characterize this richly aromatic, deeply sweet-savory, classic Kenya cup.  - ",https://www.coffeereview.com/review/kenya-gatomboya/,NA,NA
Paradise Roasters,Nicaragua La Bendicion Yellow Maracaturra Natural,94,"Minneapolis, Minnesota","Nueva Segovia, Nicaragua",Light,64/86,$14.95/6 ounces,August 2021,9,9,9,9,8," Paradise Roasters  -  Blind Assessment: Crisp, balanced, bright. Red currant, thyme, wild honey, cocoa nib, amber in aroma and cup. Sweetly tart with crisp, lively acidity; viscous, almost creamy mouthfeel. Finish is sweetly herbaceous with hints of wild honey.  -  Notes: Produced by Luis Alberto at Finca La Bendicion entirely of the rare, big-beaned Yellow Maracaturra variety of Arabica, and processed by the natural method (dried in the whole fruit). Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.  -  The Bottom Line: A Nicaragua cup from trees of the uncommon yellow-fruited Maracaturra variety of Arabica — enlivening and inviting in its complexity.  - ",https://www.coffeereview.com/review/nicaragua-la-bendicion-yellow-maracaturra-natural/,NA,NA
Paradise Roasters,Kona Lactic Washed,94,"Minneapolis, Minnesota","Kona, Big Island of Hawai’i",Medium-Light,60/76,$24.95/4 ounces,August 2021,9,8,9,9,9," Paradise Roasters  -  Blind Assessment: Richly sweet, deeply savory. Dried persimmon, baking chocolate, hop flowers, myrrh, tarragon in aroma and cup. Savory-sweet structure with gentle, round acidity; very smooth, satiny mouthfeel. The rich, resonant, exceptionally long finish centers around notes of persimmon and chocolate supported by myrrh and tarragon.  -  Notes: Produced by smallholding farmers, entirely of the Typica variety of Arabica, and processed by the washed method using species of lactic acid-producing yeast and bacteria during the fermentation step. Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.  -  The Bottom Line: The lactic-acid influence appears to contribute surprise and originality to this Kona — sweet-tart-savory pleasures in harmony — that deepen as the cup cools.  - ",https://www.coffeereview.com/review/kona-lactic-washed/,NA,NA
Paradise Roasters,Ecuador Hacienda Legrand Robusta,93,"Minneapolis, Minnesota","Santa Elena Province, Ecuador",Medium-Light,54/72,$18.95/12 ounces,August 2021,9,NA,9,9,9," Paradise Roasters  -  Blind Assessment: Evaluated as espresso. Citrusy, sweetly nut-toned. Tangerine, hazelnut, cocoa nib, Italian parsley, freesia-like flowers in aroma and small cup. Buoyant, creamy mouthfeel; in the finish rich and cocoa-driven with deep hazelnut notes carrying far into the sweet long. Quiets and simplifies in three parts milk, turning delicately nut-toned.   -  Notes: Produced by the Bustamante family entirely of Ecurobusta, a hybrid created from a basket of the best Robusta varieties grown in Ecuador. Processed by the anaerobic natural method (whole fruit is fermented with limited oxygen before drying). Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.  -  The Bottom Line: An anaerobic natural Robusta that sings in the straight shot, lyric and original, then backs off to a pleasant, nut-toned murmur in three parts milk. Try it if you’re curious how striking and interesting a really good Robusta can be, but leave the milk in the fridge.  - ",https://www.coffeereview.com/review/ecuador-hacienda-legrand-robusta/,7,NA
Nostalgia Coffee Roasters,Glory Days,92,"San Diego, California",Peru,Medium,46/70,$20.00/12 ounces,August 2021,9,8,8,9,8," Nostalgia Coffee Roasters  -  Blind Assessment: Deeply sweet, chocolaty and nut-toned. Baking chocolate, almond brittle, gardenia, date, gently scorched oak in aroma and cup. Sweet-toned structure with gentle, round acidity; smooth, velvety mouthfeel. Chocolaty, nut-driven finish with undertones of gardenia and date.  -  Notes: A blend of three different washed-process coffees from Peru. Nostalgia Coffee Roasters was founded by Taylor Fields in 2018 as a mobile café; it has since added specialty roasting and online sales of select fine coffees. Visit www.nostalgiacoffeeroasters.com for more information.  -  The Bottom Line: A gently roast-rounded cup, richly sweet and deep-toned, carried by crisp chocolate and caramelized nut notes.  - ",https://www.coffeereview.com/review/glory-days/,NA,NA
Bird Rock Coffee Roasters,Kenya Kamwangi,95,"San Diego, California","Gichugu Division, Kirinyaga County, central Kenya",Medium-Light,58/78,$24.00/12 ounces,August 2021,9,9,9,9,9," Bird Rock Coffee Roasters  -  Blind Assessment: Sweetly tart, richly savory. Star jasmine, pink grapefruit zest, ripe blackberry, cocoa nib, toffee in aroma and cup. Brightly tart-savory, complex structure with juicy acidity; plush, very syrupy mouthfeel. Star jasmine and blackberry notes lead in the long, resonant finish.  -  Notes: Produced by the smallholders of the New Ngariama Farmers Cooperative Society from trees of the SL-28, Ruiru 11 and Batian varieties of Arabica. Processed at Kamwangi Washing Station by the particularly meticulous Kenya variation on the traditional wet or “washed” method (fruit skin and flesh are removed from the beans before they are dried). Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title by Roast Magazine. Visit www.birdrockcoffee.com or call 858-551-1707 for more information.  -  The Bottom Line: A particularly expressive version of the classic Kenya cup with deep berry fruit and tangy citrus notes supported by rich chocolate and toffee.  - ",https://www.coffeereview.com/review/kenya-kamwangi/,NA,NA
RamsHead Coffee Roasters,El Salvador Pacamara,93,"Bozeman, Montana","Ahuachapan, El Salvador",Medium-Light,54/72,$17.95/12 ounces,August 2021,9,8,9,9,8," RamsHead Coffee Roasters  -  Blind Assessment: Chocolaty, sweetly savory. Baking chocolate, lemon verbena, pomegranate, fresh-cut oak, maple syrup in aroma and cup. Sweet-toned structure with round acidity; full, satiny mouthfeel. Quiet finish leads with notes of baking chocolate and maple syrup, supported by undertones of fresh-cut oak.  -  Notes: Produced at the Menendez Family Farm entirely of the big-beaned Pacamara variety of Arabica and processed by the wet, or washed, method (fruit skin and flesh are removed from the beans before they are dried). RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana, natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com.  -  The Bottom Line: A rich-toned, deeply layered El Salvador Pacamara, crisply chocolaty and balanced.  - ",https://www.coffeereview.com/review/el-salvador-pacamara-5/,NA,NA
GK Coffee,GK Classic Manba Blend Espresso,93,"Yilan, Taiwan",Indonesia; Brazil,Medium,46/62,NT $250/227 grams,August 2021,9,NA,8,9,8," GK Coffee  -  Blind Assessment: Evaluated as espresso. Richly aromatic, chocolaty, earth-toned. Dark chocolate, shiitake mushroom, pomegranate syrup, cedar, marjoram in aroma and small cup. Velvety-smooth mouthfeel; crisp, chocolaty-tart finish. In three parts milk, tart fruit and sweet chocolate harmonize, supported by savory undertones of mushroom and sweet herbs.  -  Notes: A blend comprised of a natural-processed Brazil and a wet-hulled Sumatra, roasted for espresso. GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit www.gkcoffee.com.tw or email [email protected]  -  The Bottom Line: A complex, deeply sweet-savory espresso blend with tart fruit notes at the top and chocolaty, earthy tones underneath.  - ",https://www.coffeereview.com/review/gk-classic-manba-blend-espresso/,9,NA
RamsHead Coffee Roasters,Nicaragua Jinotega Hacienda La Bastilla Blue Candy Natural,92,"Bozeman, Montana","Jinotega, Nicaragua",Medium-Light,58/76,$17.95/12 ounces,August 2021,9,8,8,9,8," RamsHead Coffee Roasters  -  Blind Assessment: Fruit-forward, deeply sweet. Blueberry, dark chocolate, magnolia, cedar, almond in aroma and cup. Sweet structure with gentle acidity; crisp, velvety mouthfeel. Chocolaty finish with blueberry and almond undertones.  -  Notes: Produced at Hacienda La Bastilla from trees of the Caturra, Red and Yellow Catuaí, Parainema, Java, SL28, and Geisha varieties of Arabica and processed by the natural method (dried in the whole fruit). RamsHead Coffee Roasters is a family-owned company founded by Bozeman, Montana natives Caleb and Laura Walker that specializes in direct trade microlot coffees. For more information, visit www.ramsheadcoffee.com.  -  The Bottom Line: A richly fruit-toned, crisply chocolaty natural-processed Nicaragua cup.  - ",https://www.coffeereview.com/review/nicaragua-jinotega-hacienda-la-bastilla-blue-candy-natural/,NA,NA
Taster’s Coffee,Ethiopia Bench Maji Gesha Village Oma Geisha 1931 Lot 55 Natural,94,"Taipei City, Taiwan","Bench-Maji Zone, Southern Ethiopia",Light,64/86,NT $755/113 grams,August 2021,9,9,9,9,8," Taster’s Coffee  -  Blind Assessment: Delicate, richly sweet, floral-toned. Star jasmine, raspberry, cocoa nib, maple syrup, sandalwood in aroma and cup. Bright, sweet-tart structure with juicy acidity; plush, satiny mouthfeel. The long finish centers around deep floral and bright berry tones, grounded by cocoa nib.  -  Notes: Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also Geisha) by Adam and Rachel Overton. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. Although the Gesha variety originated in Ethiopia, it was “discovered” by the coffee world in 2004 growing in Boquete, Panama, and Panama continues to dominate the expanding world of Gesha. This particular version, however, is the outcome of efforts to commercialize Gesha in the region from which it originally came. It is processed by the natural method (dried in the whole fruit). Taster’s Coffee is a nano-roaster based in new Taipei City, Taiwan. Visit www.tasterscoffee.com for more information.   -  The Bottom Line: An intensely aromatic, yet delicate, natural-processed Geisha from Ethiopia: juicy, floral, berry-toned.  - ",https://www.coffeereview.com/review/ethiopia-bench-maji-gesha-village-oma-geisha-1931-lot-55-natural/,NA,NA
Poppets Coffee,Bayou Buzz Breakfast Blend,90,"Dayton, Ohio",Not disclosed,Medium-Light,54/70,$14.00/12 ounces,August 2021,8,8,9,8,7," Poppets Coffee  -  Blind Assessment: Friendly, balanced, bittersweet. Cocoa powder, hop flowers, raisin, lily, fresh-cut fir in aroma and cup. Savory-sweet structure with bittersweet acidity; full, syrupy mouthfeel. The gently drying finish centers around notes of cocoa powder and fir.  -  Notes: A blend of undisclosed coffees, including beans from both the Arabica and Robusta species. Poppets Coffee is a woman-owned business in Dayton, Ohio that offers single-origin coffees, blends, and flavored coffees. Visit www.poppetscoffee.com for more information.  -  The Bottom Line: A straight-ahead breakfast blend with inviting cocoa notes, dried fruit and sweet florals.  - ",https://www.coffeereview.com/review/bayou-buzz-breakfast-blend/,NA,NA
