,score,roaster,title,Roaster Location,Coffee Origin,Roast Level,Agtron,Est. Price,blind_assessment,notes,bottom_line
0,91,Pamma Coffee,Pamma Classic Blend Espresso,"Kaohsiung, Taiwan",Ethiopia; Colombia; Brazil; Tanzania; Indonesia,Medium,50/66,NT $350/16 ounces,"Evaluated as espresso. Chocolaty and floral-toned. Cocoa powder, gardenia, raisin, fresh-cut fir, molasses in aroma and small cup. Velvety mouthfeel; crisp, chocolaty finish with undertones of molasses and fresh-cut fir. In three parts milk, a sweet earthiness surfaces that, combined with persistent cocoa tones, pleasingly complicates the cup.","A blend of coffees from Ethiopia, Colombia, Brazil, Tanzania and Indonesia, roasted for espresso applications. Pamma Coffee is a roastery and coffee shop in Kaohsiung, Taiwan that specializes in high-quality food and beverages. Visit "," A cocoa-driven, floral espresso blend, medium-roasted, that is particularly attractive in the milk shot."
0,94,Big Creek Coffee Roasters,Rwanda Rulindo Tumba,"Hamilton, Montana","Northern Province, Rwanda",Medium-Light,60/78,$17.00/12 ounces,"Richly floral, cocoa-toned. Narcissus, cocoa nib, tangerine, fresh-cut oak, date in aroma and cup. Crisply sweet-savory with gentle but vibrant acidity; supple, syrupy mouthfeel. Finish consolidates to cocoa nib and tangerine with hints of narcissus.",This coffee tied for the highest rating in a cupping of African Great Lakes coffees for ," A rich-toned, very deeply sweet, subtly savory Rwanda cup with cocoa and floral intrigue. "
0,94,Roadmap CoffeeWorks,Tanzania Sambewe,"Lexington, Virginia","Songwe Region, Mbozi District, Tanzania",Medium-Light,58/78,$16.95/12 ounces,"High-toned, richly sweet, layered and complex. Mulberry, cocoa nib, myrrh, star jasmine, almond brittle in aroma and cup. Juicy-bright structure with citrusy acidity; very full, syrupy-smooth mouthfeel. Resonant, floral, cocoa-toned finish. ",This coffee tied for the highest rating in a cupping of African Great Lakes coffees for ," A stunningly juicy, deeply rich, chocolaty cup, pleasingly complicated by notes of mulberry and almond brittle."
0,94,PT's Coffee Roasting Co.,Rwanda Kinini Village Natural,"Topeka, Kansas","Northern Province, Rwanda",Medium-Light,58/78,$21.50/12 ounces,"Juicy-sweet, fruit-forward. Blueberry pie, pink grapefruit zest, lilac, sandalwood, cocoa nib in aroma and cup. Richly sweet with bright, floral acidity; lush, satiny mouthfeel. The resonant finish centers around blueberry and sandalwood notes with pink grapefruit undertones.",This coffee tied for the highest rating in a cupping of African Great Lakes coffees for ," A balanced, richly berry-driven natural-processed Rwanda cup, juicy and sweet."
0,94,Volcanica Coffee,Tanzania Peaberry,"Suwanee, Georgia","Ngorongoro Crater region, northern Tanzania",Medium-Light,53/71,$17.99/16 ounces,"Sweetly pungent, floral and crisply fruit-toned. Black currant, pink grapefruit zest, honeysuckle, baking chocolate, oak in aroma and cup. Sweetly savory in structure with light-footed acidity; very creamy, ebullient mouthfeel. The sweet finish leads with notes of pink grapefruit zest and baking chocolate with hints of honeysuckle.",This coffee tied for the highest rating in a cupping of African Great Lakes coffees for ," A Kenya-like Tanzania cup — richly pungent, resonantly sweet-savory, layered and complex."
0,93,Black Oak Coffee Roasters,Rwanda Dukunde Kawa,"Ukiah, California","Gakenke growing region, Rwanda",Medium-Light,54/74,$17.50/12 ounces,"Chocolaty, richly wood-framed. Strawberry, dark chocolate, fresh-cut cedar, lily, molasses in aroma and cup. Sweetly savory with round, vibrant acidity; plush, buoyant mouthfeel. The richly bittersweet finish leads with dark chocolate notes in the short, settling into molasses and fresh-cut cedar in the long.",This coffee tied for the second-highest rating in a cupping of African Great Lakes coffees for ," A deep-toned, chocolaty natural-process Rwanda cup with inviting aromatic wood notes."
0,93,Olympia Coffee,Burundi Mikuba Honey Microlot 1,"Olympia, Washington","Kayanza State, Burundi",Light,62/80,$22.50/12 ounces,"Deeply sweet, round, balanced. Apricot, baking chocolate, freesia-like flowers, cedar, maple syrup in aroma and cup. Crisply sweet structure with quietly lively acidity; buoyant, silky mouthfeel. Suggestions of baking chocolate and maple syrup support the cedar-toned finish.",This coffee tied for the second-highest rating in a cupping of African Great Lakes coffees for ," A subtly complex, balanced Burundi cup with engaging spice-toned floral and stone fruit notes."
0,93,Mamechamame Coffee,Rwanda Simbi,"Tochigi, Japan","Huye District, Rwanda",Light,74/94,"¥1,050/100 grams","Balanced, elegant, gently stated. Cocoa nib, pomegranate, fresh-tanned leather, wisteria, cashew in aroma and cup. Savory-leaning structure with tart underpinnings and brisk acidity; crisp, satiny mouthfeel. The finish consolidates to pomegranate and leather suggestions.",This coffee tied for the second-highest rating in a cupping of African Great Lakes coffees for ," A confidently structured, nuanced Rwanda cup, notably light-roasted, with leading notes of cocoa and tart fruit."
0,93,Kakalove Cafe,Rwanda Akagera CWS Fully Washed Lot 9,"Chia-Yi, Taiwan","Nyaruguru District, Rwanda",Medium-Light,58/78,NT $220/8 ounces,"Resonant, rich, multi-layered. Dark chocolate, hazelnut butter, tea rose, caramel, kumquat in aroma and cup. Balanced, bittersweet structure with round acidity; very full, creamy mouthfeel. Layered, flavor-saturated finish.",This coffee tied for the second-highest rating in a cupping of African Great Lakes coffees for ," A deep-toned, chocolaty and floral Rwanda cup with lift from bright citrus suggestions."
0,92,Valverde Coffee Roasters,Burundi Kinyovu,"Salisbury, Massachusetts","Kayanza State, Burundi",Medium,46/64,$15.99/10 ounces,"Sweetly roast-toned, chocolaty. Dark chocolate, lily, vanilla, dried fig, scorched cedar in aroma and cup. Bittersweet-savory structure; crisp yet velvety mouthfeel. Dark chocolate notes lead in the finish, rounding to dried fruit and vanilla notes in the long. ",This coffee earned a third-highest rating in a cupping of African Great Lakes coffees for ," An inviting darker-roasted Burundi with deep, rich chocolate notes throughout, complicated by sweet florals, dried fruit, and a pleasingly smoky cedar. "
0,95,Paradise Roasters,Tanzania Ngila Estate SL28,"Minneapolis, Minnesota","Ngorogoro, Tanzania",Light,60/84,$24.95/12 ounces,"Deep, complex, aromatically enticing. Red currant, almond brittle, hop flowers, pink grapefruit zest, molasses in aroma and cup. Richly bittersweet, balanced structure with elegant, bright acidity; very syrupy, viscous mouthfeel. Resonant, long, flavor-laden finish with appealing complexity.","Produced by the Meyer Family of Nglia Estate entirely of the SL28 variety of Arabica and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. Paradise prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit"," A Tanzania produced from trees of the SL28 variety so closely associated with Kenya, and reminiscent of the best Kenyas with its nectar-like sweetness, deep complexity, and a surprising and disarming levity."
0,96,Kakalove Cafe,Ethiopia Washed Sidama Nafasha 74158 21/01,"Chia-Yi, Taiwan","Sidama Zone, Oromia Region, Ethiopia",Medium-Light,60/78,NT $290/8 ounces,"Lyrically sweet, intriguing tart, complexly savory. Mulberry, sage, bergamot, frankincense, apple blossom in aroma and cup. High-toned structure with delicately bright, multi-layered acidity; very viscous, plush mouthfeel. Resonant, flavor-laden finish, long and confident.",Sidama (also Sidamo) is an admired growing region in southern Ethiopia. ," A nuanced, complex, uniquely composed washed Ethiopia cup offering it all: sweet elegance, playful tartness, rich depth."
0,95,Red Rooster Coffee Roaster,Ethiopia Tibe Haro Uraga,"Floyd, Virginia","Uraga District, Guji Zone, Ethiopia",Medium-Light,58/78,$20.49/12 ounces,"Sweetly herbaceous, richly spice-toned. Pomelo, dark chocolate, black sage, candied tangerine, lilac in aroma and cup. Complex, sweet-savory structure with crisp, vibrant acidity; plush, very syrupy-smooth mouthfeel. Long, lingering, flavor-saturated finish.","Produced by smallholding farmers near the Hana Asrat washing station from trees of the 74110, 74112 and local landrace varieties of Arabica and processed by the washed method. Imported by Catalyst Coffee. Established in 2010, Red Rooster is an organic-certified micro-roaster focusing on socially conscious, high-quality coffee. Visit"," A uniquely composed washed Ethiopia cup: citrusy, herbaceous, chocolaty, exceptionally and complexly nuanced."
0,95,Kakalove Cafe,Taiwan Natural Alishan TFU’YA Kakalove Lot,"Chia-Yi, Taiwan","Alishan, Chia-Yi, Taiwan",Medium-Light,58/78,NT $700/4 ounces,"Richly berry and citrus-toned; bright and lively. Blackberry jam, tangerine zest, almond nougat, freesia-like flowers, wild honey in aroma and cup. Fruit-forward structure with crisp, juicy acidity; full, syrupy-smooth mouthfeel. The vibrant finish carries forward all of the aroma and flavor notes of the cup, blackberry and wild honey, in particular.","Produced in the Alishan growing region of Taiwan and processed by the natural method, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with washed coffees. "," A juicy, richly fruit-toned, nougaty cup from Taiwan’s expanding Alishan growing region — sweet, balanced, juicy, bright."
0,95,Kakalove Cafe,Ethiopia Natural Guji Blue Donkey 21/01,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, Ethiopia",Light,60/82,NT $325/8 ounces,"Deep, rich, berry-driven. Raspberry coulis, wild honey, star jasmine, marzipan, sandalwood in aroma and cup. Sweetly tart structure with bright, crisp acidity; satiny, viscous mouthfeel. The long, resonant finish is redolent of raspberry and star jasmine with sandalwood undertones.",Guji is a coffee-growing region nestled next to Ethiopia's better-known Yirgacheffe and Sidamo regions. Guji coffees are largely produced from distinctive landrace varieties of Arabica long grown there. Processed by the natural method (beans are dried in the whole fruit). ," A harmonious, integrated natural-processed Ethiopia with bright berry and deep floral notes throughout, supported by fragrant sandalwood."
0,94,Kakalove Cafe,Kenya Nyeri Gachatha Washed AB,"Chia-Yi, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,58/76,NT $325/8 ounces,"Sweetly spice-toned, floral. Wisteria, dark chocolate, black currant, marjoram, pink grapefruit zest in aroma and cup. Sweetly rich, tart structure with vibrant acidity; full, satiny-smooth mouthfeel. Notes of star wisteria and black currant carry the sweet, deep-toned finish.","Despite grower discontent, unclear government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit"," A classic Nyeri cup: floral- and fruit-driven, chocolaty, richly aromatic and punctuated with sweet herb undertones."
0,93,Kakalove Cafe,Rwanda Natural Rutsiro Bugoyi 60-hour Fermentation,"Chia-Yi, Taiwan","Rutsiro, Western Province, Rwanda",Medium-Light,59/79,NT $300/8 ounces,"Richly sweet-savory. Grape candy, cocoa nib, lemon verbena, gardenia, a hint of yogurt in aroma and cup. Sweet-savory structure with brisk acidity; full, creamy mouthfeel. Quiet, fruity finish with undertones of sweet herbs.",Produced entirely of the Bourbon variety of Arabica and processed using a proprietary experimental fermentation method. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit," An unusual Rwanda cup. The experimental processing method may accentuate the complexity of the cup, sweetly fruit-toned yet brisk and savory."
0,95,GK Coffee,Ethiopia Yirgacheffe G1 Mulugeta Tsige,"Yilan, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,60/78,NT $500/200 grams,"Lyrically sweet, gently herb-toned, very complex. Bergamot, star jasmine, cocoa nib, sandalwood, marjoram in aroma and cup. Sweet-tart structure with high-toned, juicy acidity; silky, vibrant mouthfeel. Sweetly herbaceous finish with notes of marjoram supported by cocoa nib.","Produced by Mulugeta Tsige from trees of the 74112, 74110 and other traditional Ethiopia varieties of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). GK Coffee is a nano-roastery in Yilan, Taiwan that offers both retail and wholesale coffee. For more information, visit"," A multi-layered washed Ethiopia cup with resonant citrus, herb and cocoa notes throughout and a particularly exciting acidity, juicy and balanced."
